Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerGrowthScore,PromotionDelayCategory,TrainingNeedIndicator,CareerStage,HighPromotionGap,CareerCluster,PC1,PC2,HC_Cluster,CareerClusterName
34,0,Travel_Rarely,1153,Research & Development,1,2,Medical,1,Male,94,3,2,Manufacturing Director,2,Married,4325,17736,1,No,15,3,3,0,5,2,3,5,2,1,3,0.2,0.4,0.4,0.6,9.5,Recent,0,Mid,0,0,-0.650973162115101,-0.13170369312654054,2,Fast-track Performers
56,0,Travel_Rarely,1400,Research & Development,7,3,Life Sciences,4,Male,49,1,3,Manufacturing Director,4,Single,7260,21698,4,No,11,3,1,0,37,3,2,6,4,0,2,0.0,0.6666666666666666,0.5,0.3333333333333333,13.1,Recent,0,Mid,0,0,-0.8798188686042494,1.3551455238652947,2,Fast-track Performers
23,0,Travel_Rarely,541,Sales,2,1,Technical Degree,3,Male,62,3,1,Sales Representative,1,Divorced,2322,9518,3,No,13,3,3,1,3,3,3,0,0,0,0,0.0,0.0,0.0,0.0,9.3,Recent,0,Early,0,0,-2.575223643209581,-0.05378028581937461,2,Fast-track Performers
51,0,Travel_Rarely,432,Research & Development,9,4,Life Sciences,4,Male,96,3,1,Laboratory Technician,4,Married,2075,18725,3,No,23,4,2,2,10,4,3,4,2,0,3,0.0,0.5,1.0,0.75,12.3,Recent,0,Mid,0,0,-1.493988956667121,0.28286249889620907,2,Fast-track Performers
30,0,Travel_Rarely,288,Research & Development,2,3,Life Sciences,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,No,19,3,1,3,11,3,3,11,10,10,8,0.9090909090909092,0.9090909090909092,0.2727272727272727,0.7272727272727273,1.9000000000000004,Critical,0,Senior,1,1,3.7083555992156607,-1.872520973812772,1,Stable Contributors
46,1,Travel_Rarely,669,Sales,9,2,Medical,3,Male,64,2,3,Sales Executive,4,Single,9619,13596,1,No,16,3,4,0,9,3,3,9,8,4,7,0.4444444444444444,0.8888888888888888,0.3333333333333333,0.7777777777777778,9.6,Delayed,0,Senior,0,1,1.8608477147464946,0.32062881353030426,1,Stable Contributors
40,0,Travel_Frequently,530,Research & Development,1,4,Life Sciences,3,Male,78,2,4,Healthcare Representative,2,Married,13503,14115,1,No,22,4,4,1,22,3,2,22,3,11,11,0.5,0.1363636363636363,0.1363636363636363,0.5,6.199999999999999,Critical,0,Veteran,1,1,3.246715690665312,1.0976620284317518,1,Stable Contributors
51,0,Travel_Rarely,632,Sales,21,4,Marketing,3,Male,71,3,2,Sales Executive,4,Single,5441,8423,0,Yes,22,4,4,0,11,2,1,10,7,1,0,0.1,0.7,0.2,0.0,11.2,Recent,0,Senior,0,0,-0.42947269159402895,0.7218621177164056,2,Fast-track Performers
30,0,Travel_Rarely,1334,Sales,4,2,Medical,3,Female,63,2,2,Sales Executive,2,Divorced,5209,19760,1,Yes,12,3,2,3,11,4,2,11,8,2,7,0.1818181818181818,0.7272727272727273,0.3636363636363636,0.6363636363636364,10.2,Moderate,0,Senior,0,1,1.073276514974333,0.8743023321097637,1,Stable Contributors
46,0,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673,3142,2,Yes,13,3,3,1,21,5,2,10,9,9,5,0.9,0.9,0.5,0.5,6.300000000000001,Critical,0,Senior,1,1,2.587985319341624,-0.5853777874081549,2,Stable Contributors
32,0,Travel_Rarely,1093,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5010,24301,1,No,16,3,1,0,12,0,3,11,8,5,7,0.4545454545454545,0.7272727272727273,0.0,0.6363636363636364,3.6,Delayed,1,Senior,1,1,2.430029260550444,-1.228965249677288,1,Stable Contributors
54,0,Travel_Rarely,1217,Research & Development,2,4,Technical Degree,1,Female,60,3,3,Research Director,3,Married,13549,24001,9,No,12,3,1,1,16,5,1,4,3,0,3,0.0,0.75,1.25,0.75,15.2,Recent,0,Mid,0,0,-1.1757801733038082,1.5872354466223437,2,Fast-track Performers
24,0,Travel_Rarely,1353,Sales,3,2,Other,1,Female,33,3,2,Sales Executive,3,Married,4999,17519,0,No,21,4,1,1,4,2,2,3,2,0,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,12.1,Recent,0,Mid,0,0,-1.1872356092620884,0.20123150958934294,2,Fast-track Performers
28,0,Non-Travel,120,Sales,4,3,Medical,2,Male,43,3,2,Sales Executive,3,Married,4221,8863,1,No,15,3,2,0,5,3,4,5,4,0,4,0.0,0.8,0.6,0.8,11.5,Recent,0,Mid,0,0,-0.4149938781119519,0.43629948117094985,2,Fast-track Performers
58,0,Travel_Rarely,682,Sales,10,4,Medical,4,Male,37,3,4,Sales Executive,3,Single,13872,24409,0,No,13,3,3,0,38,1,2,37,10,1,8,0.027027027027027,0.2702702702702703,0.027027027027027,0.2162162162162162,12.3,Recent,1,Veteran,0,1,2.7754452839279837,3.808555746140488,1,Stable Contributors
44,0,Non-Travel,489,Research & Development,23,3,Medical,2,Male,67,3,2,Laboratory Technician,2,Married,2042,25043,4,No,12,3,3,1,17,3,4,3,2,1,2,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,10.2,Recent,0,Mid,0,0,-0.8812470475477415,-0.435179488296967,2,Fast-track Performers
37,1,Travel_Rarely,807,Human Resources,6,4,Human Resources,3,Male,63,3,1,Human Resources,1,Divorced,2073,23648,4,Yes,22,4,4,0,7,3,3,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,11.2,Recent,0,Mid,0,0,-1.478206921354045,-0.20548176978060897,2,Fast-track Performers
32,0,Travel_Rarely,827,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,2956,15178,1,No,13,3,4,0,1,2,3,1,0,0,0,0.0,0.0,2.0,0.0,8.3,Recent,0,Early,0,0,-3.026897727242225,-0.4009852578291137,2,Fast-track Performers
20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926,19783,1,Yes,18,3,2,0,1,5,3,1,0,1,0,1.0,0.0,5.0,0.0,10.8,Recent,0,Early,0,0,-3.5825674981520295,-1.0961804871952594,2,Fast-track Performers
34,0,Travel_Rarely,665,Research & Development,6,4,Other,1,Female,41,3,2,Research Scientist,3,Single,4809,12482,1,No,14,3,3,0,16,3,3,16,13,2,10,0.125,0.8125,0.1875,0.625,9.4,Moderate,0,Veteran,0,1,2.4901353808054125,1.3053593900025129,1,Stable Contributors
37,0,Non-Travel,1040,Research & Development,2,2,Life Sciences,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,15850,5,No,14,3,4,1,17,2,4,1,0,0,0,0.0,0.0,2.0,0.0,10.4,Recent,0,Early,0,0,-2.9875134090653765,0.32629054302251304,2,Fast-track Performers
59,0,Non-Travel,1420,Human Resources,2,4,Human Resources,3,Female,32,2,5,Manager,4,Married,18844,21922,9,No,21,4,4,1,30,3,3,3,2,2,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,17.1,Moderate,0,Mid,0,0,-0.47165889995905996,1.336995075714941,2,Fast-track Performers
50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,18172,9755,3,Yes,19,3,1,0,28,1,2,8,3,0,7,0.0,0.375,0.125,0.875,15.9,Recent,1,Senior,0,0,0.2897596036611234,2.5386281962917994,2,Fast-track Performers
25,1,Travel_Rarely,240,Sales,5,3,Marketing,3,Male,46,2,2,Sales Executive,3,Single,5744,26959,1,Yes,11,3,4,0,6,1,3,6,4,0,3,0.0,0.6666666666666666,0.1666666666666666,0.5,9.1,Recent,1,Mid,0,0,-0.3321730777238338,0.01575697792893512,2,Fast-track Performers
25,0,Travel_Rarely,1280,Research & Development,7,1,Medical,4,Male,64,2,1,Research Scientist,4,Married,2889,26897,1,No,11,3,3,2,2,2,3,2,2,2,1,1.0,1.0,1.0,0.5,6.1,Moderate,0,Early,0,0,-0.23324806328401604,-2.793496472914624,1,Fast-track Performers
22,0,Travel_Rarely,534,Research & Development,15,3,Medical,2,Female,59,3,1,Laboratory Technician,4,Single,2871,23785,1,No,15,3,3,0,1,5,3,0,0,0,0,0.0,0.0,0.0,0.0,11.5,Recent,0,Early,0,0,-2.8488803894985537,0.5886048121296639,2,Fast-track Performers
51,0,Travel_Frequently,1456,Research & Development,1,4,Medical,1,Female,30,2,3,Healthcare Representative,1,Single,7484,25796,3,No,20,4,3,0,23,1,2,13,12,12,8,0.9230769230769232,0.9230769230769232,0.0769230769230769,0.6153846153846154,1.0,Critical,1,Senior,1,1,4.678720223184872,-1.7600660949569156,1,Stable Contributors
34,1,Travel_Frequently,658,Research & Development,7,3,Life Sciences,1,Male,66,1,2,Laboratory Technician,3,Single,6074,22887,1,Yes,24,4,4,0,9,3,3,9,7,0,6,0.0,0.7777777777777778,0.3333333333333333,0.6666666666666666,13.4,Recent,0,Senior,0,0,0.2539251507864738,1.276078858501117,1,Fast-track Performers
54,0,Non-Travel,142,Human Resources,26,3,Human Resources,4,Female,30,4,4,Manager,4,Single,17328,13871,2,Yes,12,3,3,0,23,3,3,5,3,4,4,0.8,0.6,0.6,0.8,11.2,Delayed,0,Mid,0,1,0.7310015865243319,0.02825066159251,2,Stable Contributors
24,0,Travel_Rarely,1127,Research & Development,18,1,Life Sciences,2,Male,52,3,1,Laboratory Technician,3,Married,2774,13257,0,No,12,3,3,1,6,2,3,5,3,1,2,0.2,0.6,0.4,0.4,7.199999999999999,Recent,0,Mid,0,0,-0.6758513286497719,-0.9160675015181637,2,Fast-track Performers
34,0,Travel_Rarely,1031,Research & Development,6,4,Life Sciences,3,Female,45,2,2,Research Scientist,2,Divorced,4505,15000,6,No,15,3,3,1,12,3,3,1,0,0,0,0.0,0.0,3.0,0.0,11.5,Recent,0,Early,0,0,-3.4470386962051327,0.6012156570191739,2,Fast-track Performers
37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428,14506,2,No,12,3,1,0,12,3,3,5,3,1,3,0.2,0.6,0.6,0.6,12.2,Recent,0,Mid,0,0,-0.5267772417016492,0.759437612083522,2,Fast-track Performers
34,0,Travel_Rarely,1354,Research & Development,5,3,Medical,3,Female,45,2,3,Manager,1,Single,11631,5615,2,No,12,3,4,0,14,6,3,11,10,5,8,0.4545454545454545,0.9090909090909092,0.5454545454545454,0.7272727272727273,11.2,Delayed,0,Senior,1,1,2.0789713878254017,1.2324329807139103,1,Stable Contributors
36,0,Travel_Frequently,1467,Sales,11,2,Technical Degree,2,Female,92,3,3,Sales Executive,4,Married,9738,22952,0,No,14,3,3,1,10,6,3,9,7,2,8,0.2222222222222222,0.7777777777777778,0.6666666666666666,0.8888888888888888,14.4,Moderate,0,Senior,0,1,0.852838102853643,1.90385662778887,1,Stable Contributors
36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835,2561,5,No,22,4,1,1,7,2,3,1,0,0,0,0.0,0.0,2.0,0.0,10.2,Recent,0,Early,0,0,-3.163564399913984,-0.11992869200005363,2,Fast-track Performers
43,0,Travel_Frequently,394,Sales,26,2,Life Sciences,3,Male,92,3,4,Manager,4,Married,16959,19494,1,Yes,12,3,4,2,25,3,4,25,12,4,12,0.16,0.48,0.12,0.48,11.2,Delayed,0,Veteran,0,1,3.389458001172858,3.0740256519054916,1,Stable Contributors
30,0,Travel_Frequently,1312,Research & Development,23,3,Life Sciences,1,Male,96,1,1,Research Scientist,3,Divorced,2613,22310,1,No,25,4,3,3,10,2,2,10,7,0,9,0.0,0.7,0.2,0.9,10.5,Recent,0,Senior,0,1,0.8843608656010304,0.4256656261827143,1,Stable Contributors
33,0,Non-Travel,750,Sales,22,2,Marketing,3,Male,95,3,2,Sales Executive,2,Married,6146,15480,0,No,13,3,1,1,8,2,4,7,7,0,7,0.0,1.0,0.2857142857142857,1.0,10.3,Recent,0,Senior,0,1,0.9142765586832855,0.306519565783229,1,Stable Contributors
56,1,Travel_Rarely,441,Research & Development,14,4,Life Sciences,2,Female,72,3,1,Research Scientist,2,Married,4963,4510,9,Yes,18,3,1,3,7,2,3,5,4,4,3,0.8,0.8,0.4,0.6,4.800000000000001,Delayed,0,Mid,0,0,0.7424067463131291,-2.3450944004840126,1,Fast-track Performers
51,0,Travel_Rarely,684,Research & Development,6,3,Life Sciences,1,Male,51,3,5,Research Director,3,Single,19537,6462,7,No,13,3,3,0,23,5,3,20,18,15,15,0.75,0.9,0.25,0.75,4.300000000000001,Critical,0,Veteran,1,1,6.785807238625398,1.271284974647022,1,Stable Contributors
31,1,Travel_Rarely,249,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7,1.0,1.0,0.4285714285714285,1.0,4.800000000000001,Critical,0,Senior,1,1,2.686698839919803,-2.037605236287762,1,Stable Contributors
26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368,23300,1,No,19,3,3,0,5,3,2,5,4,4,3,0.8,0.8,0.6,0.6,5.9,Delayed,0,Mid,0,0,0.5410389903695888,-2.033155338505065,1,Fast-track Performers
58,1,Travel_Rarely,147,Research & Development,23,4,Medical,4,Female,94,3,3,Healthcare Representative,4,Married,10312,3465,1,No,12,3,4,1,40,3,2,40,10,15,6,0.375,0.25,0.075,0.15,-1.8000000000000007,Critical,0,Veteran,1,1,5.267714615950548,0.5841336299078197,1,Stable Contributors
19,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675,26820,1,Yes,19,3,4,0,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,8.9,Recent,0,Early,0,0,-2.48874614947048,-0.2714256789621349,2,Fast-track Performers
22,0,Travel_Rarely,594,Research & Development,2,1,Technical Degree,3,Male,100,3,1,Laboratory Technician,4,Married,2523,19299,0,No,14,3,3,1,3,2,3,2,1,2,1,1.0,0.5,1.0,0.5,6.4,Moderate,0,Early,0,0,-0.7096217627258616,-2.4909624924147202,1,Fast-track Performers
49,0,Travel_Rarely,470,Research & Development,20,4,Medical,3,Female,96,3,2,Manufacturing Director,1,Married,6567,5549,1,No,14,3,3,0,16,2,2,15,11,5,11,0.3333333333333333,0.7333333333333333,0.1333333333333333,0.7333333333333333,5.4,Delayed,0,Veteran,1,1,3.1872030168896557,0.03507724392182407,1,Stable Contributors
43,0,Travel_Frequently,957,Research & Development,28,3,Medical,2,Female,72,4,1,Research Scientist,3,Single,4739,16090,4,No,12,3,4,0,18,2,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.199999999999999,Recent,0,Mid,0,0,-0.6906233201260766,-1.4386404581309433,2,Fast-track Performers
50,0,Travel_Frequently,809,Sales,12,3,Marketing,3,Female,77,3,3,Sales Executive,4,Single,9208,6645,4,No,11,3,4,0,16,3,3,2,2,2,1,1.0,1.0,1.5,0.5,11.1,Moderate,0,Early,0,0,-0.43107730875584577,-1.0852633922251054,1,Fast-track Performers
31,1,Travel_Rarely,542,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,4559,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2,1.0,1.0,1.0,1.0,8.1,Moderate,0,Early,0,0,0.26779176210058175,-2.2813477970592544,1,Fast-track Performers
41,0,Travel_Rarely,802,Sales,9,1,Life Sciences,3,Male,96,3,3,Sales Executive,3,Divorced,8189,21196,3,Yes,13,3,3,1,12,2,3,9,7,0,7,0.0,0.7777777777777778,0.2222222222222222,0.7777777777777778,12.3,Recent,0,Senior,0,1,0.8065863908517192,1.375601857064322,1,Stable Contributors
26,0,Travel_Rarely,1355,Human Resources,25,1,Life Sciences,3,Female,61,3,1,Human Resources,3,Married,2942,8916,1,No,23,4,4,1,8,3,3,8,7,5,7,0.625,0.875,0.375,0.875,6.300000000000001,Delayed,0,Senior,1,1,1.818618910221911,-1.435751107671897,1,Stable Contributors
36,0,Travel_Rarely,216,Research & Development,6,2,Medical,2,Male,84,3,2,Manufacturing Director,2,Divorced,4941,2819,6,No,20,4,4,2,7,0,3,3,2,0,1,0.0,0.6666666666666666,0.0,0.3333333333333333,10.0,Recent,1,Mid,0,0,-1.046565168509474,-0.28058510481262094,2,Fast-track Performers
51,1,Travel_Frequently,1150,Research & Development,8,4,Life Sciences,1,Male,53,1,3,Manufacturing Director,4,Single,10650,25150,2,No,15,3,4,0,18,2,3,4,2,0,3,0.0,0.5,0.5,0.75,12.5,Recent,0,Mid,0,0,-0.8507414271272538,0.8518986051434012,2,Fast-track Performers
39,0,Travel_Rarely,1329,Sales,4,4,Life Sciences,4,Female,47,2,2,Sales Executive,3,Married,5902,14590,4,No,14,3,3,1,17,1,4,15,11,5,9,0.3333333333333333,0.7333333333333333,0.0666666666666666,0.6,4.4,Delayed,1,Veteran,1,1,3.019823699498157,-0.3116677203537577,1,Stable Contributors
25,0,Travel_Rarely,959,Sales,28,3,Life Sciences,1,Male,41,2,2,Sales Executive,3,Married,8639,24835,2,No,18,3,4,0,6,3,3,2,2,2,2,1.0,1.0,1.5,1.0,9.8,Moderate,0,Early,0,0,-0.07354296467472674,-1.8945342605750133,1,Fast-track Performers
30,0,Travel_Rarely,1240,Human Resources,9,3,Human Resources,3,Male,48,3,2,Human Resources,4,Married,6347,13982,0,Yes,19,3,4,0,12,2,1,11,9,4,7,0.3636363636363636,0.8181818181818182,0.1818181818181818,0.6363636363636364,6.9,Delayed,0,Senior,0,1,2.016449376517611,-0.26949852123847856,1,Stable Contributors
32,1,Travel_Rarely,1033,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,4200,10224,7,No,22,4,1,0,10,2,4,5,4,0,4,0.0,0.8,0.4,0.8,10.2,Recent,0,Mid,0,0,-0.3896771130170196,-0.3218588158305643,2,Fast-track Performers
45,0,Travel_Rarely,1316,Research & Development,29,3,Medical,3,Male,83,3,1,Research Scientist,4,Single,3452,9752,5,No,13,3,2,0,9,2,2,6,5,0,3,0.0,0.8333333333333334,0.3333333333333333,0.5,8.3,Recent,0,Mid,0,0,-0.34907125447030013,-0.4221144343948336,2,Fast-track Performers
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317,2302,3,Yes,20,4,2,0,19,2,3,3,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,10.0,Moderate,0,Mid,0,0,-0.3669967916632911,-1.1062250449891806,1,Fast-track Performers
30,0,Travel_Rarely,438,Research & Development,18,3,Life Sciences,1,Female,75,3,1,Research Scientist,3,Single,2632,23910,1,No,14,3,3,0,5,4,2,5,4,0,4,0.0,0.8,0.8,0.8,10.4,Recent,0,Mid,0,0,-0.6485529694601435,0.006170291465162347,2,Fast-track Performers
32,0,Travel_Frequently,689,Sales,9,2,Medical,4,Male,35,1,2,Sales Executive,4,Divorced,4668,22812,0,No,17,3,4,3,9,2,4,8,7,0,7,0.0,0.875,0.25,0.875,10.7,Recent,0,Senior,0,1,0.7907186322071983,0.5598100240649371,1,Stable Contributors
30,0,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,3204,10415,5,No,14,3,4,1,8,3,3,3,2,2,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,7.4,Moderate,0,Mid,0,0,-0.5356873966278843,-1.764409988521976,1,Fast-track Performers
30,0,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,2720,11162,0,No,13,3,4,0,6,3,3,5,3,1,2,0.2,0.6,0.6,0.4,8.3,Recent,0,Mid,0,0,-0.8772190845933123,-0.604128439539216,2,Fast-track Performers
41,0,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,17181,12888,4,No,13,3,2,1,21,2,2,7,6,7,7,1.0,0.8571428571428571,0.2857142857142857,1.0,7.300000000000001,Critical,0,Senior,1,1,2.780306538361077,-0.9473362038288449,1,Stable Contributors
41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238,6961,2,No,21,4,4,1,7,2,3,5,0,1,4,0.2,0.0,0.4,0.8,9.1,Recent,0,Mid,0,0,-1.0629728178362499,-0.5058934204865753,2,Fast-track Performers
19,0,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1483,16102,1,No,14,3,4,0,1,3,3,1,0,0,0,0.0,0.0,3.0,0.0,9.4,Recent,0,Early,0,0,-3.4864230143819817,-0.12606014383245284,2,Fast-track Performers
40,0,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,5605,8504,1,No,11,3,1,1,20,2,3,20,7,2,13,0.1,0.35,0.1,0.65,8.1,Moderate,0,Veteran,0,1,2.269986123849295,1.3464620878253832,1,Stable Contributors
35,0,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,7295,11439,1,No,13,3,1,2,10,3,3,10,8,0,6,0.0,0.8,0.3,0.6,13.3,Recent,0,Senior,0,1,0.6099625069828479,1.8003070167568351,1,Stable Contributors
53,0,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2306,16047,2,Yes,20,4,4,1,13,3,1,7,7,4,5,0.5714285714285714,1.0,0.4285714285714285,0.7142857142857143,9.0,Delayed,0,Senior,0,1,1.3277110458395263,-0.6606372466218219,1,Stable Contributors
45,0,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,2348,10901,8,No,18,3,3,1,20,2,1,17,9,0,15,0.0,0.5294117647058824,0.1176470588235294,0.8823529411764706,10.8,Recent,0,Veteran,0,1,2.310780378356043,1.7987213816706094,1,Stable Contributors
32,0,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,8998,15589,1,No,14,3,4,0,9,2,3,9,8,3,7,0.3333333333333333,0.8888888888888888,0.2222222222222222,0.7777777777777778,9.4,Moderate,0,Senior,0,1,1.777791078796207,0.33504221798748934,1,Stable Contributors
29,0,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,4319,26283,1,No,13,3,1,1,10,1,3,10,7,0,9,0.0,0.7,0.1,0.9,9.3,Recent,1,Senior,0,1,1.251088869310245,0.5109417032292223,1,Stable Contributors
51,0,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,6132,13983,2,No,17,3,3,0,10,2,3,1,0,0,0,0.0,0.0,2.0,0.0,10.7,Recent,0,Early,0,0,-3.0090923573819697,0.37066789552183815,2,Fast-track Performers
58,0,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Yes,20,4,2,1,9,3,2,1,0,0,0,0.0,0.0,3.0,0.0,11.0,Recent,0,Early,0,0,-3.6015107387371468,0.11061906949728206,2,Fast-track Performers
40,0,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,10855,8552,7,No,11,3,1,1,15,2,2,12,11,2,11,0.1666666666666666,0.9166666666666666,0.1666666666666666,0.9166666666666666,10.1,Moderate,0,Senior,0,1,2.621155329505158,1.1500017838382635,1,Stable Contributors
34,0,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,2231,11314,6,No,18,3,4,1,6,3,3,4,3,1,2,0.25,0.75,0.75,0.5,8.8,Recent,0,Mid,0,0,-0.8229522949333821,-0.7998428744274213,2,Fast-track Performers
22,0,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,2323,11992,1,No,24,4,1,2,2,6,3,2,2,2,2,1.0,1.0,3.0,1.0,12.4,Moderate,0,Early,0,0,-1.1081595320887097,-1.5205392553063524,2,Fast-track Performers
27,0,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,2024,5970,6,No,18,3,4,1,6,1,1,2,2,2,2,1.0,1.0,0.5,1.0,5.8,Moderate,1,Early,0,0,0.46184742911607346,-3.1735503718984956,1,Fast-track Performers
28,0,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,2713,6672,1,No,11,3,3,1,5,2,1,5,2,0,2,0.0,0.4,0.4,0.4,8.1,Recent,0,Mid,0,0,-1.2392418798819151,-0.39106128125352263,2,Fast-track Performers
57,0,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,9439,23402,3,Yes,16,3,2,1,12,2,1,5,3,1,4,0.2,0.6,0.4,0.8,11.6,Recent,0,Mid,0,0,-0.11128014139772677,0.4748526066889267,2,Fast-track Performers
27,0,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,2566,25326,1,Yes,15,3,4,1,1,2,2,1,1,0,1,0.0,1.0,2.0,1.0,8.5,Recent,0,Early,0,0,-1.4504454621920215,-1.3928446602059037,2,Fast-track Performers
50,0,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,19926,17053,3,No,15,3,2,0,21,5,3,5,4,4,4,0.8,0.8,1.0,0.8,15.5,Delayed,0,Mid,0,1,0.6178648371332544,1.305293282947063,2,Stable Contributors
41,0,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,2451,4609,4,No,12,3,1,1,13,2,3,9,8,1,8,0.1111111111111111,0.8888888888888888,0.2222222222222222,0.8888888888888888,7.199999999999999,Recent,0,Senior,0,1,1.3626967312378975,-0.43005383933071695,1,Stable Contributors
